,episode,player1,player2,player3
84,42000,0.19540383966790723,0.25550786757737903,-0.45091170724528623
85,42500,0.20012329693583245,0.25713501002532496,-0.4572583069611573
86,43000,0.1754419911736429,0.2692571664949201,-0.44469915766856294
87,43500,0.17732661897075494,0.2831784540833546,-0.46050507305410954
88,44000,0.19334322214837243,0.29206361274675247,-0.4854068348951248
89,44500,0.14879054677000486,0.3036787651880563,-0.45246931195806106
90,45000,0.1522791527790243,0.27952469596499524,-0.43180384874401945
91,45500,0.1542878134543567,0.2829256882800935,-0.4372135017344501
92,46000,0.12016868351497015,0.29193840638675655,-0.41210708990172656
93,46500,0.10723069592614781,0.3207251355480603,-0.427955831474208
94,47000,0.12816282549767138,0.2912163067030382,-0.41937913220070955
95,47500,0.12122506763501766,0.2621686084009584,-0.38339367603597596
96,48000,0.14203977086501698,0.23519140807150904,-0.3772311789365259
97,48500,0.13424409357619277,0.25122311755890087,-0.3854672111350936
98,49000,0.15541099186732252,0.2509496619683558,-0.40636065383567815
99,49500,0.1931497764999765,0.2313437928715575,-0.42449356937153393
100,50000,0.22487919702938924,0.21156560491581017,-0.43644480194519936
101,50500,0.17029569910666809,0.23693558119362151,-0.40723128030028954
102,51000,0.15746057365150465,0.22998712702916577,-0.3874477006806704
103,51500,0.1789327080181123,0.23021312204762986,-0.4091458300657421
104,52000,0.2171902488801471,0.23743025451635022,-0.45462050339649723
105,52500,0.20491808225739627,0.26524671512355225,-0.47016479738094846
106,53000,0.21613698099240033,0.2741586086481188,-0.4902955896405191
107,53500,0.223415922914267,0.25844650634819255,-0.48186242926245954
108,54000,0.2090172592705703,0.2951054668835576,-0.5041227261541279
109,54500,0.23554599420113614,0.24684642896655534,-0.4823924231676915
110,55000,0.23754419050697392,0.2325975493992394,-0.4701417399062134
111,55500,0.22278755558513183,0.26760352785417124,-0.49039108343930315
112,56000,0.26026647497395017,0.2635896640167527,-0.5238561389907029
113,56500,0.2915207308573247,0.23486065758472324,-0.5263813884420481
114,57000,0.29509834925507666,0.24050337689512624,-0.535601726150203
115,57500,0.27877096300977955,0.2402189307423762,-0.5189898937521559
116,58000,0.27844661151919997,0.23495544326228304,-0.513402054781483
117,58500,0.27979184244001565,0.28281993568337,-0.5626117781233857
118,59000,0.2963392211678582,0.2788956244801006,-0.5752348456479589
119,59500,0.3119925850436285,0.3066742274416653,-0.6186668124852938
120,60000,0.2975713071987804,0.32070661067924705,-0.6182779178780274
121,60500,0.3052351775047105,0.32102203771143345,-0.6262572152161439
122,61000,0.29904948426923167,0.3220505852521615,-0.6211000695213932
123,61500,0.29180244567043834,0.33177409171286115,-0.6235765373832995
124,62000,0.28630038897747995,0.31793981360647444,-0.6042402025839544
125,62500,0.3085239031352259,0.2802657032689656,-0.5887896064041915
126,63000,0.2666896324240406,0.3018631266701826,-0.5685527590942233
127,63500,0.25787827428976445,0.31339790601645,-0.5712761803062146
128,64000,0.26931442039604825,0.31824504695698136,-0.5875594673530299
129,64500,0.26690012940012475,0.33115700589984487,-0.5980571352999697
